manufacturer,device_type
"Universal Remote Control, Inc.",Unknown
Universal Switching Corporation,Unknown
Universal Talkware Corporation,Unknown
Universal Telecom S/A,Unknown
"Universal Tiancheng Technology (Beijing) Co., Ltd.",Unknown
"University of California, Berkeley",Unknown
University of FUKUI,Unknown
University of Michigan,Unknown
University of Oklahoma,Unknown
Uniwell Corporation,Unknown
"Uniwide Technologies, Inc.",Unknown
Uniwill Computer Corp.,Unknown
"Unixtar Technology, Inc.",Unknown
"Unizone Technologies, Inc.",Unknown
Unmonday Ltd,Unknown
"Up-Today Industrial Co., Ltd.",Unknown
UpdateLogic Inc.,Unknown
Upos System sp. z o.o.,Unknown
Upponetti Oy,Unknown
Uptime Devices,Unknown
"Uptmate Technology Co., LTD",Unknown
Uriel Technologies SIA,Unknown
Uriver Inc.,Unknown
Urmet SpA,Unknown
Uros Oy,Unknown
UserGate Ltd.,Unknown
"Utility, Inc",Unknown
Utillink,Unknown
Uwe Disch,Unknown
"Uwin Technologies Co.,LTD",Unknown
"Uzushio Electric Co.,Ltd.",Unknown
"V Center Technologies Co., Ltd.",Unknown
V One Multimedia Pte Ltd,Unknown
"V Technology Co., Ltd.",Unknown
V V S Limited,Unknown
"V&G Information System Co.,Ltd",Unknown
"V-BITS, INC.",Unknown
"V-Show  Technology (China) Co.,Ltd",Unknown
V-ZUG AG,Unknown
"V. Stonkaus firma ""Kodinis Raktas""",Unknown
V.D.S. Video Display Systems srl,Unknown
V.I COMPUTER CORP.,Unknown
"V.P.S. Thai Co., Ltd",Unknown
V.T. Telematica S.p.a.,Unknown
"V2 TECHNOLOGY, INC.",Unknown
V2COM PARTICIPACOES S.A.,Unknown
VAC,Unknown
VADEM,Unknown
VAHLE Automation GmbH,Unknown
VAIO Corporation,Unknown
"VALCOM CO.,LTD.",Unknown
"VALCOM, INC.",Unknown
"VALID NETWORKS, INC.",Unknown
VANGUARD SECURITY ENGINEERING CORP.,IoT Device
VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE,Phone
"VARI-LITE, INC.",Unknown
VARIAN,Unknown
"VARITYPER, INC.",Unknown
VAST Data Inc,Unknown
VCON TELECOMMUNICATION LTD.,Phone
VCS Video Communication Systems AG,Phone
VDA Group S.p.a.,Unknown
VDG-Security bv,IP Camera
VDII Innovation AB,Unknown
VDS Vosskuhler GmbH,Unknown
VDSL Systems OY,Unknown
VEB KOMBINAT ROBOTRON,Unknown
VECOS Europe B.V.,Unknown
"VECOW Co., Ltd",Unknown
VECTOR SP. Z O.O.,Unknown
"VEEDIMS,LLC",Unknown
VEGA GRIESHABER KG,Unknown
VELUX,Unknown
VENTURE MANUFACTURING (SINGAPORE) LTD.,IoT Device
VEO-LABS,Unknown
VERIS INDUSTRIES,Unknown
VERITAS SOFTWARE,Unknown
VERSALYNX CORPORATION,Unknown
"VERSANET COMMUNICATIONS, INC.",Phone
VERTU INTERNATIONAL CORPORATION LIMITED,Unknown
VERYTECH,Unknown
VETRONIX CORP.,Unknown
"VG Controls, Inc.",Unknown
VG LABORATORY SYSTEMS LTD,Unknown
"VIA Networking Technologies, Inc.",Unknown
"VIA TECHNOLOGIES, INC.",Unknown
"VIA Technologies, Inc.",Unknown
"VIANET TECHNOLOGIES, LTD.",Unknown
"VIASAT, INCORPORATED",Unknown
VIASYS Healthcare GmbH,Unknown
VIBICOM COMMUNICATIONS INC.,Phone
VICKERS ELECTRONICS SYSTEMS,Unknown
"VICOM SYSTEMS, INC.",Unknown
"VICTOR COMPANY OF JAPAN, LTD.",Unknown
VICTRON BV,Unknown
VIDECOM LIMITED,Unknown
"VIDEO LOTTERY TECHNOLOGIES,INC",Unknown
VIDEO SYSTEMS SRL,Unknown
VIDEO TECHNOLOGY COMPUTERS LTD,Unknown
VIDEOCON AG,Unknown
VIDEOJET SYSTEMS,Unknown
VIDEOR E. Hartig GmbH,Unknown
VIDEOTRON CORP.,Unknown
VIDEX INC.,Unknown
VIENNA SYSTEMS CORPORATION,Unknown
VIETNAM POST AND TELECOMMUNICATION INDUSTRY TECHNOLOGY JOIN STOCK COMPANY,Phone
VIETNAM POST AND TELECOMMUNICATION INDUSTRY TECHNOLOGY JOINT STOCK COMPANY,Phone
VIEVU,Unknown
VIG,Unknown
VIGO System S.A.,Unknown
VIKING Modular Solutions,Unknown
VILLAGE TRONIC ENTWICKLUNG,Unknown
VILLBAU Ltd.,Unknown
VINA TECHNOLOGIES,Unknown
VINGROUP JOINT STOCK COMPANY,Unknown
VIPA GMBH,Unknown
VIPAR GmbH,Unknown
"VIRTUAL ACCESS, LTD.",Unknown
"VISION NETWARE CO.,LTD",IP Camera
VISION PRODUCTS PTY. LTD.,IP Camera
"VISIONCOMM CO., LTD.",IP Camera
VISIONEE SRL,IP Camera
VISIONETICS INTERNATIONAL,IP Camera
VISIONITE INC.,IP Camera
VISIOWAVE SA,Unknown
VISTA CONTROLS CORPORATION,Unknown
VISUAL TECHNOLOGY INC.,Unknown
VITA,Unknown
VITACOM CORPORATION,Unknown
VITALINK COMMUNICATIONS CORP.,Phone
VITANA CORPORATION,Unknown
VITEC,Unknown
"VITSMO CO., LTD.",Unknown
VIVATEL COMPANY LIMITED,Unknown
VIVAVIS AG,Unknown
"VIVE Synergies, Inc.",Unknown
VIVIBIT INC,Unknown
"VIVID TECHNOLOGY PTE, LTD.",Unknown
VIXTEL TECHNOLOGIES LIMTED,Unknown
VIZEO,Unknown
VK Corporation,Unknown
VLSI TECHNOLOGY INC.,Unknown
VME MICROSYSTEMS INTERNATIONAL CORPORATION,Unknown
"VMETRO, INC.",Unknown
VMX INC.,Unknown
"VMware, Inc.",Unknown
VNL Europe AB,Unknown
VNPT TECHNOLOGY,Unknown
"VOCAL DATA, INC.",Unknown
"VOELKER TECHNOLOGIES, INC.",Unknown
"VOGTEC(H.K.) Co., Ltd",Unknown
VOICEBOARD CORPORATION,Unknown
"VOIM Co., Ltd.",Unknown
VOISMART,Unknown
VOIX Corporation,Unknown
"VOLAMP, LTD.",Unknown
VOLANS,Unknown
VOLTRONIC POWER TECHNOLOGY(SHENZHEN) CORP.,Unknown
VORAX CORPORATION,Unknown
"VORMETRIC, INC.",Unknown
VOSSWINKEL F.U.,Unknown
VPI Engineering,IoT Device
"VPNet, Inc.",Unknown
VR AG,Unknown
VRmagic GmbH,Unknown
VS Industry Berhad,Unknown
VS Vision Systems GmbH,IP Camera
VSE valencia smart energy,Unknown
VSK ELECTRONICS,Unknown
VSN Systemen BV,Unknown
"VSOLUTION TELECOMMUNICATION TECHNOLOGY CO.,LTD.",Phone
"VSOONTECH ELECTRONICS CO., LIMITED",Unknown
VSS Monitoring,IoT Device
"VSST Co., LTD",Unknown
"VST TECHNOLOGIES, INC.",Unknown
VT Miltope,Unknown
VTA TECHNOLOGIES INC.,Unknown
VTC Electronics Corp.,Unknown
VTC Telecommunications,Phone
VTI Instruments Corporation,Unknown
"VTION INFORMATION TECHNOLOGY (FUJIAN) CO.,LTD",Unknown
"VTLinx Multimedia Systems, Inc.",Unknown
VTS GmbH,Unknown
VTech Communications Limited,Phone
VTech Electronics Ltd.,Unknown
VTech Technology Corp.,Unknown
VTech Telecommunications Ltd.,Phone
VVDN Technologies Pvt Ltd,Unknown
"VVOND, Inc.",Unknown
"VXL INSTRUMENTS, LIMITED",Unknown
VXL eTech Pvt Ltd,Unknown
VXi Corporation,Unknown
"Vachen Co.,Ltd",Unknown
Vacon Plc,Unknown
VadaTech Inc.,Unknown
Vadaro Pte Ltd,Unknown
Vaddio,Unknown
Vaillant GmbH,Unknown
"Valcretec, Inc.",Unknown
Valemount Networks Corporation,Unknown
"Valence Semiconductor, Inc.",Unknown
ValenceTech Limited,Unknown
Valenco GmbH,Unknown
Valens Semiconductor Ltd.,Unknown
"Valentine Research, Inc.",Unknown
Valeo Auto- Electric Hungary Ltd,Unknown
Valeo Detection Systems,Unknown
"Valeo Interior Controls (Shenzhen) Co.,Ltd",Unknown
Valeo Schalter und Sensoren GmbH,Unknown
Valeo Telematik und Akustik GmbH,Unknown
Valeo VECS,Unknown
Valeo Vision Systems,IP Camera
"Valere Power, Inc.",Unknown
Valiant Communications Limited,Phone
Validus Technologies,Unknown
"Valink Co., Ltd.",Unknown
"Valley Technologies, Inc.",Unknown
Vallox Oy,Unknown
Valmet Automation,Unknown
"Valo, Inc.",Unknown
"Valox Systems, Inc.",Unknown
Valuable Techologies Limited,Unknown
Value Electronics,Unknown
Value Platforms Limited,Unknown
ValueHD Corporation,Unknown
ValuePoint Networks,Unknown
Valueplus Inc.,Unknown
Valve Corporation,Unknown
Vamp Ltd.,Unknown
Van Breda B.V.,Unknown
Vanderbilt International (SWE) AB,Unknown
Vanderlande APC inc.,Unknown
"Vanguard Networks Solutions, LLC",Unknown
Vansco Electronics Oy,Unknown
Vantage Controls,Unknown
Vantanol Industrial Corporation,Unknown
Vantiva - Connected Home,Unknown
Vantiva Connected Home - Home Networks,Unknown
Vantiva Connected Home - Subcomponents,Unknown
Vantiva Connected Home - Technologies Telco,Unknown
Vantiva USA LLC,Unknown
Vanu Inc.,Unknown
"Vaone, Inc.",Unknown
Vapor Stone Rail Systems,Unknown
Varex Imaging,Unknown
Varex Imaging Deutschland AG,Unknown
Varikorea,Unknown
Variscite LTD,Unknown
Vativ Technologies,Unknown
VaultStor Corporation,Unknown
"Vavic Network Technology, Inc.",Unknown
Vbrick Systems Inc.,Unknown
Vcomms Connect Limited,Unknown
Vecima Networks Inc.,Unknown
Vector Informatik GmbH,Unknown
Vector Technology Corp.,Unknown
Vectron Systems AG,Unknown
Veea,Unknown
Veethree Electronics And Marine LLC,Unknown
Velankani Electronics Pvt. Ltd.,Unknown
Velex s.r.l.,Unknown
"Vello Systems, Inc.",Unknown
VeloCloud Networks,Unknown
Velocity Semiconductor,Unknown
Velocytech,Unknown
Velocytech Aps,Unknown
Velodyne,Unknown
Vence Corp,Unknown
"Vencer Co., Ltd.",Unknown
"Venergy,Co,Ltd",Unknown
Venetex Corp,Unknown
"Venntis, LLC",Unknown
Venstar Inc.,Unknown
Ventia Utility Services,Unknown
Ventilation Control,Unknown
Vention,Unknown
Ventus Networks,Unknown
Veo,Unknown
"VerScient, Inc.",Unknown
Verana Networks,Unknown
"Verascape, Inc.",Unknown
Verathon,Unknown
Veratron AG,Unknown
"VeriWave, Inc.",Unknown
"Verifi, LLC",Unknown
"Verifone, Inc.",Unknown
Verilink Corporation,Unknown
Verint Loronix Video Solutions,Unknown
Verint Systems Inc,Unknown
Verismo Networks Inc,Unknown
Veristar Corporation,Unknown
Veritech Electronics Limited,Unknown
"Verity Instruments, Inc.",Unknown
Verizon,Unknown
Verizon Business,Unknown
Verizon Telematics,Unknown
Verkada Inc,Unknown
Verkerk Service Systemen,Unknown
"Vernier Networks, Inc.",Unknown
Veroguard Systems Pty Ltd,Unknown
"Veros Systems, Inc.",Unknown
Vers Inc,Unknown
Versa Networks,Unknown
Versa Technology,Unknown
VersaLogic Corp.,Unknown
Versamed Inc.,Unknown
Versuni,Unknown
Vertex Link Corporation,Unknown
"Vertex Standard LMR, Inc.",Unknown
"Vertex Wireless Co., Ltd.",Unknown
Vertical Communications,Phone
"Verto Medical Solutions, LLC",Unknown
Vertu Corporation Limited,Unknown
Vestac,Unknown
Vestel Elektronik San ve Tic. A.S.,Unknown
Vexata Inc,Unknown
ViE Technologies Sdn. Bhd.,Unknown
"ViPowER, Inc",Unknown
"ViVOtech, Inc.",Phone
ViXS Systems Inc,Unknown
"ViaClix, Inc.",Unknown
"ViaGate Technologies, Inc.",Unknown
ViaLogy,Unknown
"ViaVideo Communications, Inc.",Phone
Viaanix Inc,Unknown
Viaas Inc,Unknown
"Viableware, Inc",Unknown
Vialis BV,Unknown
"Vialta, Inc.",Unknown
Viasat Group S.p.A.,Unknown
Vibration Research Corporation,Unknown
Vibration Technology Limited,Unknown
Vibro-Meter SA,Unknown
Vichel Inc.,Unknown
Vicon Industries Inc.,Unknown
Viconics Electronics Inc.,Unknown
"Vicoretek (Nanjing) Co.,Ltd.",Unknown
Vicos,Unknown
Victory Concept Electronics Limited,Unknown
Vida Design Co.,Unknown
Vida Resources Lte Ltd,Unknown
VidaBox LLC,Unknown
VideoHome Technology Corp.,Unknown
"VideoServer, Inc.",Unknown
Videofon MV,Unknown
Videoframe Systems,Unknown
"Videology Imaging Solutions, Inc.",Unknown
"Videon Central, Inc.",Unknown
Videoswitch,Unknown
Videotec Spa,Unknown
"Videotek, Inc.",Unknown
Vidicode Datacommunicatie B.V.,Phone
"Vidient Systems, Inc.",Unknown
Vidisco ltd.,Unknown
"Viditec, Inc.",Unknown
"Vieo, Inc.",Unknown
Viessmann Elektronik GmbH,Unknown
Viettel Group,Unknown
ViewSonic Corporation,Unknown
ViewSonic Mobile China Limited,Unknown
"ViewTel Co,. Ltd.",Unknown
Viewcooper Corp.,Unknown
Vieworks,Unknown
Viewtran Technology Limited,Unknown
Vifa Denmark A/S,Unknown
VigTech Labs Sdn Bhd,Unknown
Vigil Health Solutions Inc.,Unknown
Viking Design Technology,Unknown
Viking Electronics Inc.,Unknown
"Village Networks, Inc. (VNI)",Unknown
Villiger Security Solutions AG,IP Camera
Viltechmeda UAB,Unknown
Vimar Spa,Unknown
Vimicro corporation,Unknown
"Vimtron Electronics Co., Ltd.",Unknown
Vinci Labs Oy,Unknown
"Vinci Systems, Inc.",Unknown
Vindicator Technologies,Phone
"Vine Telecom CO.,Ltd.",Unknown
VineSys Technology,Unknown
Viogem Limited,Unknown
Violin Technologies,Unknown
Viprinet GmbH,Unknown
"Viptela, Inc",Unknown
Virbiage Pty Ltd,Unknown
Virditech Co. Ltd.,Unknown
Virgilant Technologies Ltd.,Unknown
"Virident Systems, Inc.",Unknown
Virtium,Unknown
Virtual Computer Inc.,Unknown
Virtual Conexions,Unknown
Virtual Electric Inc,Unknown
Virtual Instruments,Unknown
Virtualtek. Co. Ltd,Unknown
Virtuozzo International GmbH,Unknown
VisSim AS,Unknown
Viscount Systems Inc.,Unknown
"Viseon, Inc.",Unknown
Vishal Telecommunications Pvt Ltd,Phone
Visicom,Unknown
Visimetrics (UK) Ltd,Unknown
Vision Components GmbH,IP Camera
Vision Information & Communications,Phone
"Vision Research, Inc.",IP Camera
Vision Valley FZ LLC,IP Camera
VisionGlobal Network Corp.,IP Camera
"VisionTek, Inc.",IP Camera
"VisionVera International Co., Ltd.",IP Camera
"Visionary Solutions, Inc.",IP Camera
Visioneered Image Systems,IP Camera
"Visioneering Systems, Inc.",IoT Device
"Visionhitech Co., Ltd.",IP Camera
Visionics Corporation,IP Camera
"Visionscape Co,. Ltd.",IP Camera
Visiontec da Amazônia Ltda.,IP Camera
Visonic Technologies 1993 Ltd.,Unknown
Vispiron Rotec GmbH,Unknown
"Vista Control Systems, Corp.",Unknown
"Vista Imaging, Inc.",Unknown
Visteon Corporation,Unknown
"Visualedge Technology Co., Ltd.",Unknown
"Visualgate Systems, Inc.",Phone
"Vital Connect, Inc.",Unknown
VitalCom,Unknown
"VitalPoint, Inc.",Unknown
VitalThings AS,Unknown
"Vitality, Inc.",Unknown
Vitals System Inc.,Unknown
"Vitec Group, Camera Dynamics Ltd",IP Camera
Vitec System Engineering Inc.,IoT Device
"Vitek Industrial Video Products, Inc.",Unknown
Vitelcom Mobile Technology,Phone
Vitelec BV,Phone
Vitesse Semiconductor Corporation,Unknown
Vity,Unknown
Vivaas Technology Inc.,Unknown
Vivace Networks,Unknown
Vivago Oy,Unknown
Vivalnk,Unknown
Vivato Technologies,Unknown
Viveris Technologies,Unknown
VividLogic Inc.,Unknown
Vivint Inc,Unknown
Vivint Smart Home,Unknown
Vivint Wireless Inc.,Unknown
"Vivity, Inc.",Unknown
Vivo International Corporation Pty Ltd,Phone
Vivonic GmbH,Phone
"Vivotek, Inc.",Phone
Vivox Inc,Phone
Viwone,Unknown
"Vixen Co., Ltd.",Unknown
Vizimax Inc.,Unknown
"Vizio, Inc",Unknown
Vizmonet Pte Ltd,Unknown
Vlatacom,Unknown
Vocera Communications,Phone
Vocollect Inc,Unknown
Vodafone Automotive S.p.A.,Unknown
Vodafone Italia S.p.A.,Unknown
Vodafone Omnitel B.V.,Phone
Vodafone Omnitel N.V.,Phone
Vodafone UK,Unknown
Vodia Networks Inc,Unknown
"Vodtel Communications, Inc.",Phone
Vogl Electronic GmbH,Unknown
Voipac s.r.o.,Unknown
Voippartners,Unknown
Vola Networks Inc.,Unknown
"Volacomm Co., Ltd",Unknown
Volex Inc.,Unknown
Volkswagen Group of America,Unknown
Volktek Corporation,Unknown
Vollmer Werke GmbH,Unknown
Vololink Pty Ltd,Unknown
VoltServer,Unknown
Volta Networks,Unknown
Voltaire,Unknown
Volterra,Unknown
"Vorne Industries, Inc.",Unknown
Vorteks ED,Unknown
Vossloh-Schwabe Deutschland GmbH,Unknown
VostroNet,Unknown
Votronic GmbH,Unknown
Voxent Systems Ltd.,Unknown
Voxpath Networks,Unknown
"Voxtel, Inc.",Unknown
Voxtronic Austria,Unknown
Voyant International,Unknown
"Voyetra Turtle Beach, Inc.",Unknown
"Vrcom, Inc.",Unknown
Vsecure 2000 LTD.,Unknown
Vtech Engineering Canada Ltd,IoT Device
Vtech Engineering Corporation,IoT Device
Vtech Innovation LP dba Advanced American Telephones,Unknown
Vtera Technology Inc.,Unknown
"Vubiq Networks, Inc.",Unknown
Vulcan Portals Inc,Unknown
Vuppalamritha Magnetic Components LTD,Unknown
VusionGroup,Unknown
Vutility Inc.,Unknown
Vutlan sro,Unknown
Vutrix Technologies Ltd,Unknown
Vuzix / Lenovo,Phone
Vuzix Corporation,Unknown
W & D TECHNOLOGY CORPORATION,Unknown
W&G SPECIAL PRODUCTS,Unknown
"W&W Communications, Inc.",Phone
W-IE-NE-R Plein & Baus GmbH,Unknown
"W-LINX TECHNOLOGY CO., LTD.",Unknown
"W-Link Systems, Inc.",Unknown
W. L. Gore & Associates,Unknown
"W2 Networks, Inc.",Unknown
"WAAV, Inc.",Unknown
WABTEC Transit Division,IP Camera
WAC Lighting,Unknown
"WACOM Co.,Ltd",Unknown
"WAFA TECHNOLOGIES CO., LTD.",Unknown
WAGO Kontakttechnik GmbH,Unknown
WAKEFERN FOOD CORPORATION,Unknown
WALT DISNEY IMAGINEERING,IoT Device
WAMA Technology Limited,Unknown
WANDEL AND GOLTERMANN,Unknown
WANG LABORATORIES INC.,Unknown
"WANSHIH ELECTRONIC CO., LTD",Unknown
WANY,Unknown
WAREMA Renkhoff SE,Unknown
WASKO S.A.,Unknown
WATERS DIV. OF MILLIPORE,Unknown
"WATERWORLD Technology Co.,LTD",Unknown
WAVE Corporation,Unknown
WAVELINK,Unknown
"WAVENET INTERNATIONAL, INC.",Unknown
WAVERIDER COMMUNICATIONS (CANADA) INC.,Phone
WAVETEL TECHNOLOGY LIMITED,Unknown
"WAVTrace, Inc.",Unknown
WAXESS USA Inc,Unknown
WB Electronics,Unknown
WB Electronics Sp. z o.o.,Unknown
WBS Technology,Unknown
WEARNES AUTOMATION PTE LTD,Unknown
WEATHERNEWS INC.,Unknown
WEBER Schraubautomaten GmbH,Unknown
WEBGATE Inc.,Unknown
"WEBGEAR, INC.",Unknown
"WEBIO International Co.,.Ltd.",Unknown
WEBSTER COMPUTER CORPORATION,Unknown
WEBTRONICS,Unknown
WEG,Unknown
"WEIFANG GOERTEK ELECTRONICS CO.,LTD",Unknown
WELL Communication Corp.,Phone
"WELLTRONIX CO., LTD.",Unknown
WEM Technology Inc,Unknown
"WEPIO Co., Ltd.",Unknown
WEST AUSTRALIAN DEPARTMENT,Unknown
"WEST EGG SYSTEMS, INC.",Unknown
WEST END SYSTEMS CORP.,Unknown
WESTCOAST TECHNOLOGY B.V.,Unknown
WESTERN DIGITAL,Unknown
WESTERN DIGITAL CORPORATION,Unknown
"WESTPORT RESEARCH ASSOCIATES, INC.",Unknown
"WESTUNITIS CO., LTD.",Unknown
WEY Technology AG,Unknown
WFE TECHNOLOGY CORP.,Unknown
WHDI LLC,Unknown
WHI KONSULT AB,Unknown
WHISTLE COMMUNICATIONS CORP.,Phone
WHITE HORSE INDUSTRIAL,Unknown
WHITECHAPEL COMPUTER WORKS,Unknown
WHITECROSS SYSTEMS,Unknown
WHITETREE NETWORK,Unknown
WI-BIZ srl,Unknown
WIBRAIN,Unknown
WIDE CORPORATION,Unknown
WIESEMANN & THEIS GMBH,Unknown
"WIKO Terminal Technology (Dongguan) Co., Ltd.",Unknown
WILLIAMS COMMUNICATIONS GROUP,Phone
"WILLNET, INC.",Unknown
WILLOWBROOK TECHNOLOGIES,Unknown
WILO SE,Unknown
WILOGY SRL,Unknown
WILTRON CO.,Unknown
"WIN Enterprises, Inc.",Unknown
"WIN TECHNOLOGIES, CO., LTD.",Unknown
WINBOND ELECTRONICS CORP.,Unknown
WINCOMM Corporation,Unknown
WIND RIVER SYSTEMS,Unknown
"WINDATA, INC.",Unknown
WINFIRM TECHNOLOGY,Unknown
WING SING ELECTRONICS HONG KONG LIMITED,Unknown
"WINSTAR Display CO.,Ltd",Unknown
"WINSYSTEMS, INC.",Unknown
"WINTECH AUTOMATION CO.,LTD.",Unknown
WINTRISS ENGINEERING CORP.,IoT Device
WIO Manufacturing HK Limited,IoT Device
WIPLUG,Unknown
WIPRO INFOTECH LTD.,Unknown
WIRECOM Technologies,Unknown
WIRELESS DATA GROUP MOTOROLA,Phone
WIRELESS MATRIX CORP.,Unknown
"WIRELESS TECHNOLOGY, INC.",Unknown
WIRELESS-TEK TECHNOLOGY LIMITED,Unknown
WIS Communications Co. Ltd.,Phone
WISCLOUD,Unknown
"WISCOM SYSTEM CO.,LTD",Unknown
WISCORE Inc.,Unknown
WISDM LTD.,Unknown
WISDRI (wuhan) Automation Company Limited,Unknown
"WISEWARE, Lda",Unknown
WISI,Unknown
WISOL,Unknown
WIT S.A.,Unknown
"WITCOM, LTD.",Unknown
WITHUS PLANET,Unknown
WITTENSTEIN AG,Unknown
WIZITDONGDO,Unknown
"WJ Communications, Inc.",Phone
WKK TECHNOLOGY LTD.,Unknown
WM-DATA MINFO AB,Unknown
WMS INDUSTRIES,Unknown
"WNI Resources, LLC",Unknown
WOM Engineering,IoT Device
"WONWOO Engineering Co., Ltd",IoT Device
WOO Sports,Unknown
"WOOJU COMMUNICATIONS Co,.Ltd",Phone
"WOORI ELEC Co.,Ltd",Unknown
"WOORI SYSTEMS Co., Ltd",Unknown
"WOORISYSTEMS CO., Ltd",Unknown
WORKBIT CORPORATION.,Unknown
WORKLINK INNOVATIONS,Unknown
WORLD MEDIA AND TECHNOLOGY Corp.,Unknown
WORLDSAT - Texas de France,Unknown
WOXTER TECHNOLOGY Co. Ltd,Unknown
WPS Parking Systems,Unknown
WSH GmbH,Unknown
WTSS Inc,Unknown
"WUXI FUNIDE DIGITAL CO.,LTD",Unknown
"WUXI NEIHUA NETWORK TECHNOLOGY CO., LTD",Unknown
"WUXI SKY CHIP INTERCONNECTION TECHNOLOGY CO.,LTD.",Unknown
WYLE,Unknown
WYLE ELECTRONICS,Unknown
WYMA Tecnologia,Phone
WYPLAY SAS,Unknown
WYSE TECHNOLOGY LLC,Unknown
Wachendorff Automation GmbH & CO.KG,Unknown
"Wacom Co.,Ltd.",Unknown
Wahoo Fitness,Unknown
Walchem Corporation,Unknown
"Waldo Networks, Inc.",Unknown
"WalkAbout Computers, Inc.",Unknown
Wally,Unknown
"Wallys Communications  Teachnologies Co.,Ltd.",Phone
Walnut Media Network,Unknown
"Walter Kidde Portable Equipment, Inc.",Unknown
Wamin Optocomm Mfg Corp,Unknown
Wanan Hongsheng Electronic Co.Ltd,Unknown
"Wanbang Digital Energy Co.,Ltd",Unknown
"Wanjiaan Interconnected Technology Co., Ltd",Unknown
"Wanlida Group Co., LTD",Unknown
Wanzl Metallwarenfabrik GmbH,Unknown
Wapice Ltd.,Unknown
"Warp9 Tech Design, Inc.",Unknown
Wartsila Finland Oy,Unknown
Wasabi Systems Inc.,Unknown
Wasion Group Ltd.,Unknown
"Wasp artificial intelligence(Shenzhen) Co.,ltd",Unknown
"Wata Electronics Co.,Ltd.",Unknown
"Watanabe Electric Industry Co., Ltd.",Unknown
"WatchGuard Technologies, Inc.",Unknown
WatchGuard Video,Unknown
Watchnet DVR Inc,Unknown
Water-i.d. GmbH,Unknown
"WaterFurnace International, Inc.",Unknown
Watertek Co.,Unknown
Watlow,Unknown
Wattty Corporation,Unknown
Wattwatchers Pty Ld,Unknown
"WavTek Technologies, Inc",Unknown
"Wavarts Technologies Co., Ltd",Unknown
"Wave Electronics Co.,Ltd.",Unknown
Wave7 Optics,Unknown
"WaveAccess, Ltd.",Unknown
WaveIP,Unknown
WaveLynx Technologies Corporation,Unknown
"WaveSmith Networks, Inc.",Unknown
WaveSpan Corporation,Unknown
"WaveSplitter Technologies, Inc.",Unknown
WaveStorm,Unknown
Wavecom Asia Pacific Limited,Unknown
Wavefront Semiconductor,Unknown
Wavelab Global Inc.,Unknown
"Waveplus Technology Co., Ltd.",Unknown
Waves Audio LTD,Unknown
Wavesat,Unknown
Wavesight Limited,Unknown
Wavetrend Technologies (Pty) Limited,Unknown
Wavetronix,Unknown
"WayTech Development, Inc.",Unknown
"WayTools, LLC",Unknown
Wayfarer Transit Systems Ltd,Unknown
"Wayport, Inc.",Unknown
"Wayties, Inc.",Unknown
Wächter GmbH Sicherheitssysteme,Unknown
We Corporation Inc.,Unknown
WeLink Communications,Phone
"WeLink Solutions, Inc.",Unknown
"WeTelecom Co., Ltd.",Unknown
Wearable Inc.,Unknown
Wearhaus Inc.,Unknown
Wearsafe Labs Inc,Unknown
Web Sensing LLC,Unknown
WebSilicon Ltd.,Unknown
WebSonic,Unknown
"WebSprint Communications, Inc.",Phone
"WebTV NETWORKS, INC.",Unknown
WebWayOne Ltd,Unknown
Webasto SE,Unknown
Weber-Stephen Products LLC,Unknown
Webpro Technologies Inc.,Unknown
Webpro Vision Technology Corporation,IP Camera
Webtech Wireless,Unknown
Webyn,Unknown
"Wegener Communications, Inc.",Phone
Weibel Scientific A/S,Unknown
Weidmüller Interface GmbH & Co. KG,Unknown
"Weidu Technology (Beijing) Co., Ltd.",Unknown
"Weigao Nikkiso(Weihai)Dialysis Equipment Co.,Ltd",Unknown
Weightech Com. Imp. Exp. Equip. Pesagem Ltda,Unknown
Weinmann Geräte für Medizin GmbH + Co. KG,Unknown
Weinschel Corporation,Unknown
Weintek Labs. Inc.,Unknown
Weinzierl Engineering GmbH,IoT Device
Weiser,Unknown
Weiss Engineering Ltd.,IoT Device
Welcat Inc,Phone
"Welch Allyn, Inc.",Unknown
Weldex Corporation,Unknown
Welding Technology Corporation,Unknown
"Welgate Co., Ltd.",Phone
"Welkin Sciences, LLC",Unknown
Wellav Technologies Ltd,Unknown
Wellcore Corporation,Unknown
Wellspring Wireless,IoT Device
"Welltech Computer Co., Ltd.",Unknown
"Welltrans O&E Technology Co. , Ltd.",Unknown
Wellysis Corp.,Unknown
Welotec GmbH,Unknown
"Weltec Enterprise Co., Ltd.",Unknown
"Wenzhou Kunmei Communication Technology Co.,Ltd.",Phone
Werbeagentur Jürgen Siebert,Unknown
Werma Signaltechnik GmbH & Co. KG,Unknown
"Wescon Technology, Inc.",Unknown
Wesemann Elektrotechniek B.V.,Unknown
"Wesine (Wuhan) Technology Co., Ltd.",Unknown
West Instruments,Unknown
Westcontrol AS,Unknown
"Westech Korea Inc.,",Unknown
Westell Technologies Inc.,Unknown
Westermo Neratec AG,Unknown
Westermo Network Technologies AB,Unknown
"Western DataCom Co., Inc.",Unknown
"Western Digital Technologies, Inc.",Unknown
"Western Engravers Supply, Inc.",Unknown
Western Multiplex Corporation,Unknown
Western Telematic Inc.,Unknown
Westerstrand Urfabrik AB,Unknown
Westinghouse Digital,Unknown
